Date_and_time_of_unloading,Product_code,Amount,Sale_amount,Discount_amount,Profit,Percentage_markup,Discount_percentage
4/16/20 16:00,566,10,2018.94,181.06,892.04,79.16,8.23
4/16/20 16:00,591,1,150,,97.5,185.71,
4/16/20 16:00,637,5.75,3450,,1897.5,122.22,
4/16/20 16:00,649,1,300,,140,87.5,
4/16/20 16:00,677,5.75,3817.18,322.82,2005.93,110.75,7.8
4/16/20 16:00,717,8,1847.36,152.64,1847.36,,7.63
4/16/20 16:00,812,2,431.57,108.43,161.57,59.84,20.08
4/16/20 16:00,816,2,420,280,86,25.75,40
4/16/20 16:00,898,3,978.9,71.1,978.9,,6.77
4/16/20 16:00,899,2,630,70,630,,10
4/16/20 16:00,969,0.5,363.76,96.24,142.52,64.42,20.92
4/16/20 16:00,1030,3,600,,306,104.08,
4/16/20 16:00,1146,1.5,810,30,480,145.45,3.57
4/16/20 16:00,1199,2.25,1620,,956.25,144.07,
4/16/20 16:00,1203,1.5,696.61,83.39,385.15,123.66,10.69
4/16/20 16:00,1216,1,679.84,170.16,202.84,42.52,20.02
4/16/20 16:00,1217,1,142.5,37.5,61.67,76.3,20.83
4/16/20 16:00,1218,1,330,,162,96.43,
4/16/20 16:00,1238,5,1099.95,150.05,574.95,109.51,12
4/16/20 16:00,1283,1,180,,90.32,100.71,
4/16/20 16:00,1334,1,330,,140,73.68,
4/16/20 16:00,1501,1,700,,385,122.22,
4/16/20 16:00,1515,5.25,2691.28,248.72,1693.78,169.8,8.46
4/16/20 16:00,1582,1,958.79,241.21,174.49,22.25,20.1
4/16/20 16:00,1590,1,287.18,72.82,91.18,46.52,20.23
4/16/20 16:00,1594,3,1800,,990,122.22,
4/16/20 16:00,1653,1,270,,155.13,135.05,
4/16/20 16:00,1728,3,824.94,165.06,344.94,71.86,16.67
4/16/20 16:00,1783,1,350,,173,97.74,
4/16/20 16:00,1787,1,330,,176,114.29,
4/16/20 16:00,1809,1,300,,152,102.7,
4/16/20 16:00,1823,2,342,18,154.38,82.28,5
4/16/20 16:00,1849,1,386.39,43.61,150.39,63.72,10.14
4/16/20 16:00,1851,1,359.43,40.57,145.43,67.96,10.14
4/16/20 16:00,1886,1,303.6,76.4,106.6,54.11,20.11
4/16/20 16:00,1935,1.75,913.18,136.82,440.68,93.27,13.03
4/16/20 16:00,1951,1,351.56,88.44,104.56,42.33,20.1
4/16/20 16:00,1970,3,783,27,453,137.27,3.33
4/16/20 16:00,1971,5,1960,40,910,86.67,2
4/16/20 16:00,1972,1.5,1317.5,122.5,488,58.83,8.51
4/16/20 16:00,1980,5,878.06,121.94,373.06,73.87,12.19
4/16/20 16:00,1984,1,200,,112,127.27,
4/16/20 16:00,2001,1,240,60,100,71.43,20
4/16/20 16:00,2005,1,205,55,95,86.36,21.15
4/16/20 16:00,2007,0.75,420,,225,115.38,
4/16/20 16:00,2016,2,305,55,125.64,70.05,15.28
4/16/20 16:00,2018,2.5,2743.95,56.05,1188.95,76.46,2
4/16/20 16:00,2026,2.5,2250,150,990,78.57,6.25
4/16/20 16:00,2027,1.25,1229.94,270.06,427.44,53.26,18
4/16/20 16:00,2033,4.75,4141.2,418.8,1704.45,69.95,9.18
4/16/20 16:00,2051,1,439.43,110.57,145.43,49.47,20.1
4/16/20 16:00,2055,2,831.8,208.2,265.8,46.96,20.02
4/16/20 16:00,2059,2,798.96,201.04,250.96,45.8,20.1
4/16/20 16:00,2064,1,1759.58,440.42,552.58,45.78,20.02
4/16/20 16:00,2069,1,479.89,120.11,148.89,44.98,20.02
4/16/20 16:00,2070,1,479.89,120.11,147.89,44.55,20.02
4/16/20 16:00,2083,3,1214.38,135.62,359.38,42.03,10.05
4/16/20 16:00,2085,2,508.39,91.61,268.39,111.83,15.27
4/16/20 16:00,2086,2,569.59,30.41,259.59,83.74,5.07
4/16/20 16:00,2088,5,2606.54,193.46,1256.54,93.08,6.91
4/16/20 16:00,2089,1.75,1220,40,590,93.65,3.17
4/16/20 16:00,2090,1.25,1076.95,123.05,414.45,62.56,10.25
4/16/20 16:00,2091,4.75,2008,82,1153,134.85,3.92
4/16/20 16:00,2097,8,2099.71,300.29,952.99,83.11,12.51
4/16/20 16:00,2104,3,540,60,540,,10
4/16/20 16:00,2105,1,315,35,315,,10
4/17/20 15:00,217,1,750,,340.5,83.15,
4/17/20 15:00,257,1,263.63,66.37,110.63,72.31,20.11
4/17/20 15:00,270,1,420,,189,81.82,
4/17/20 15:00,281,1,270,30,110,68.75,10
4/17/20 15:00,296,1,180,,86.19,91.88,
4/17/20 15:00,298,2,340,20,160.64,89.56,5.56
4/17/20 15:00,299,2,300,60,120.64,67.26,16.67
4/17/20 15:00,310,1.5,632.57,447.43,130.07,25.88,41.43
4/17/20 15:00,340,2.25,1185.68,434.32,431.93,57.3,26.81
4/17/20 15:00,365,2,508.33,91.67,256.33,101.72,15.28
4/17/20 15:00,377,4,660,60,284.76,75.89,8.33
4/17/20 15:00,380,2,569.67,30.33,269.67,89.89,5.06
4/17/20 15:00,483,1,700,,331.84,90.13,
4/17/20 15:00,490,1.5,725.73,414.27,237.21,48.56,36.34
4/17/20 15:00,519,1,159.96,40.04,159.96,,20.02
4/17/20 15:00,566,2,395,45,169.62,75.26,10.23
4/17/20 15:00,616,1,335.93,84.07,91.93,37.68,20.02
4/17/20 15:00,637,2.25,962.97,387.03,355.47,58.51,28.67
4/17/20 15:00,645,2,490,30,210,75,5.77
4/17/20 15:00,677,1.25,167.13,732.87,-226.62,-57.55,81.43
4/17/20 15:00,683,1,512.38,57.62,197.38,62.66,10.11
4/17/20 15:00,812,1,270,,135,100,
4/17/20 15:00,899,1,314.41,35.59,314.41,,10.17
4/17/20 15:00,939,1,303.93,76.07,86.93,40.06,20.02
4/17/20 15:00,965,1,250,,135,117.39,
4/17/20 15:00,969,2.5,1973.61,326.39,867.45,78.42,14.19
4/17/20 15:00,1030,2,400,,204,104.08,
4/17/20 15:00,1146,2.5,1066.77,333.23,516.77,93.96,23.8
4/17/20 15:00,1199,1.25,468.91,431.09,100.16,27.16,47.9
4/17/20 15:00,1203,1,210.58,309.42,2.94,1.42,59.5
4/17/20 15:00,1238,2,399.96,100.04,189.96,90.46,20.01
4/17/20 15:00,1254,1,278.64,71.36,110.64,65.86,20.39
4/17/20 15:00,1345,1,279.94,70.06,139.94,99.96,20.02
4/17/20 15:00,1427,0.25,103.98,26.02,46.48,80.83,20.02
4/17/20 15:00,1474,1.75,171.88,1228.12,-612.7,-78.09,87.72
4/17/20 15:00,1495,1,181.36,98.64,41.36,29.54,35.23
4/17/20 15:00,1515,1.5,534.77,305.23,249.77,87.64,36.34
4/17/20 15:00,1594,0.5,2.97,297.03,-132.03,-97.8,99.01
4/17/20 15:00,1730,1,315,35,139,78.98,10
4/17/20 15:00,1733,0.25,111.98,28.02,63.48,130.89,20.01
4/17/20 15:00,1778,1,280,70,103,58.19,20
4/17/20 15:00,1780,1,350,,173,97.74,
4/17/20 15:00,1783,1,279.9,70.1,102.9,58.14,20.03
4/17/20 15:00,1784,0.5,4.36,435.64,-226.26,-98.11,99.01
4/17/20 15:00,1796,1,358.25,91.75,134.25,59.93,20.39
4/17/20 15:00,1823,1,180,,86.19,91.88,
4/17/20 15:00,1865,1,319.55,80.45,145.75,83.86,20.11
4/17/20 15:00,1880,1,194.32,105.68,39.32,25.37,35.23
4/17/20 15:00,1935,0.75,122.59,327.41,-79.91,-39.46,72.76
4/17/20 15:00,1972,2.75,1873.56,766.44,352.81,23.2,29.03
4/17/20 15:00,1996,0.25,1.19,118.81,-46.31,-97.49,99.01
4/17/20 15:00,2007,1.5,548.62,291.38,158.62,40.67,34.69
4/17/20 15:00,2016,2,360,,180.64,100.71,
4/17/20 15:00,2018,1.125,565.2,694.8,-134.55,-19.23,55.14
4/17/20 15:00,2020,0.5,4.75,475.25,-255.25,-98.17,99.01
4/17/20 15:00,2022,2,559.88,140.12,203.88,57.27,20.02
4/17/20 15:00,2026,1.5,770.89,669.11,14.89,1.97,46.47
4/17/20 15:00,2027,0.625,125.56,624.44,-275.69,-68.71,83.26
4/17/20 15:00,2031,2.5,21.82,2178.18,-965.68,-97.79,99.01
4/17/20 15:00,2033,2.75,1801.89,838.11,391.14,27.73,31.75
4/17/20 15:00,2051,1,439.9,110.1,145.9,49.63,20.02
4/17/20 15:00,2062,2,636.51,243.49,150.51,30.97,27.67
4/17/20 15:00,2073,1,319.93,80.07,104.93,48.8,20.02
4/17/20 15:00,2086,1,194.32,105.68,39.32,25.37,35.23
4/17/20 15:00,2088,1.25,407.77,292.23,70.27,20.82,41.75
4/17/20 15:00,2089,1.625,713.57,456.43,128.57,21.98,39.01
4/17/20 15:00,2090,0.5,4.75,475.25,-260.25,-98.21,99.01
4/17/20 15:00,2091,0.25,87.98,22.02,42.98,95.51,20.02
4/17/20 15:00,2097,1,240,60,96.66,67.43,20
4/17/20 15:00,2098,3.5,1510.31,449.69,659.35,77.48,22.94
4/17/20 15:00,2103,1,199.96,50.04,199.96,,20.02
4/18/20 16:00,135,2,500,,172,52.44,
4/18/20 16:00,236,4,1330,70,587.2,79.05,5
4/18/20 16:00,270,3,1130,130,437,63.06,10.32
4/18/20 16:00,296,1,180,,86.19,91.88,
4/18/20 16:00,299,3,464,76,194.96,72.47,14.07
4/18/20 16:00,310,4.25,2938,122,1514.25,106.36,3.99
4/18/20 16:00,340,2.75,1791.64,188.36,870.39,94.48,9.51
4/18/20 16:00,365,2,570,30,318,126.19,5
4/18/20 16:00,373,1,358.78,91.22,110.78,44.67,20.27
4/18/20 16:00,377,2,284,76,96.38,51.37,21.11
4/18/20 16:00,380,2,509.38,90.62,209.38,69.79,15.1
4/18/20 16:00,386,1,296,74,91,44.39,20
4/18/20 16:00,481,2,600,,295.56,97.08,
4/18/20 16:00,490,1.75,1200,130,630.06,110.55,9.77
4/18/20 16:00,519,3,539.79,60.21,539.79,,10.04
4/18/20 16:00,566,1,220,,107.31,95.23,
4/18/20 16:00,637,4,2284.68,115.32,1204.68,111.54,4.81
4/18/20 16:00,645,1,207.15,52.85,67.15,47.96,20.33
4/18/20 16:00,649,4,1108.92,91.08,468.92,73.27,7.59
4/18/20 16:00,677,1.25,697.19,202.81,303.44,77.06,22.53
4/18/20 16:00,899,2,594.63,105.37,594.63,,15.05
4/18/20 16:00,939,3,833.28,306.72,182.28,28,26.91
4/18/20 16:00,969,1.75,1511.13,98.87,736.81,95.16,6.14
4/18/20 16:00,1030,9,1598.66,201.34,716.66,81.25,11.19
4/18/20 16:00,1146,2.75,1437,103,832,137.52,6.69
4/18/20 16:00,1199,2,1285,155,695,117.8,10.76
4/18/20 16:00,1203,1.75,784.67,125.33,421.3,115.94,13.77
4/18/20 16:00,1217,1,180,,99.17,122.69,
4/18/20 16:00,1250,1,241.69,28.31,123.69,104.82,10.49
4/18/20 16:00,1270,1,330,,160,94.12,
4/18/20 16:00,1283,4,600,120,241.28,67.26,16.67
4/18/20 16:00,1332,1,350,,160,84.21,
4/18/20 16:00,1334,1,330,,140,73.68,
4/18/20 16:00,1358,0.5,250,30,140,127.27,10.71
4/18/20 16:00,1399,1,585,65,209,55.59,10
4/18/20 16:00,1421,1,279.44,70.56,89.44,47.07,20.16
4/18/20 16:00,1495,3,750.99,89.01,330.99,78.81,10.6
4/18/20 16:00,1515,1.5,735,105,450,157.89,12.5
4/18/20 16:00,1594,1,553.44,46.56,283.44,104.98,7.76
4/18/20 16:00,1627,1,630,70,220.06,53.68,10
4/18/20 16:00,1693,1,206.17,23.83,91.17,79.28,10.36
4/18/20 16:00,1778,1,350,,173,97.74,
4/18/20 16:00,1838,1,240.07,129.93,39.07,19.44,35.12
4/18/20 16:00,1849,1,342.61,87.39,106.61,45.17,20.32
4/18/20 16:00,1850,1,334.87,85.13,106.87,46.87,20.27
4/18/20 16:00,1920,1,313.31,36.69,133.42,74.17,10.48
4/18/20 16:00,1956,1,300,,165,122.22,
4/18/20 16:00,1965,1,7.13,742.87,-409.87,-98.29,99.05
4/18/20 16:00,1970,1,215.56,54.44,105.56,95.96,20.16
4/18/20 16:00,1972,1.25,991.2,208.8,299.95,43.39,17.4
4/18/20 16:00,1980,1,160,40,59,58.42,20
4/18/20 16:00,1982,1,180,20,92,104.55,10
4/18/20 16:00,1984,1,159.79,40.21,71.79,81.58,20.11
4/18/20 16:00,2001,1,270,30,130,92.86,10
4/18/20 16:00,2005,1,260,,150,136.36,
4/18/20 16:00,2007,1,501.66,58.34,241.66,92.95,10.42
4/18/20 16:00,2018,0.25,250,30,94.5,60.77,10.71
4/18/20 16:00,2023,1,287.26,72.74,105.26,57.84,20.21
4/18/20 16:00,2026,0.75,720,,342,90.48,
4/18/20 16:00,2027,0.5,463.52,136.48,142.52,44.4,22.75
4/18/20 16:00,2033,2.75,2224.58,415.42,813.83,57.69,15.74
4/18/20 16:00,2038,1,272.51,147.49,48.51,21.66,35.12
4/18/20 16:00,2043,1,450,,226,100.89,
4/18/20 16:00,2051,2,499.56,600.44,-88.44,-15.04,54.59
4/18/20 16:00,2079,1,17.12,1782.88,-977.88,-98.28,99.05
4/18/20 16:00,2081,1,5.52,574.48,-312.48,-98.26,99.05
4/18/20 16:00,2086,1,239.02,60.98,84.02,54.21,20.33
4/18/20 16:00,2088,5.5,2755.83,324.17,1270.83,85.58,10.53
4/18/20 16:00,2089,2.75,1820,160,830,83.84,8.08
4/18/20 16:00,2097,3,704.27,195.73,274.25,63.78,21.75
4/18/20 16:00,2098,14.625,6965.62,1224.38,3409.85,95.9,14.95
4/18/20 16:00,2103,1,223.36,26.64,223.36,,10.66
4/21/20 19:00,128,1,314.41,35.59,135.41,75.65,10.17
4/21/20 19:00,129,1,280,70,101,56.42,20
4/21/20 19:00,134,1,340.16,39.84,142.16,71.8,10.48
4/21/20 19:00,135,3,990,,498,101.22,
4/21/20 19:00,140,2,500,,250,100,
4/21/20 19:00,141,2,590,150,160,37.21,20.27
4/21/20 19:00,159,1,360,90,116,47.54,20
4/21/20 19:00,177,1,1000,,432,76.06,
4/21/20 19:00,222,2,1105,195,394,55.41,15
4/21/20 19:00,223,1,679.76,370.24,94.76,16.2,35.26
4/21/20 19:00,236,9,2870,280,1198.7,71.72,8.89
4/21/20 19:00,238,2,625.26,34.74,275.26,78.65,5.26
4/21/20 19:00,270,1,293.12,126.88,62.12,26.89,30.21
4/21/20 19:00,271,1,500,,229,84.5,
4/21/20 19:00,276,1,350,,180,105.88,
4/21/20 19:00,281,3,900,,420,87.5,
4/21/20 19:00,288,1,330,,152,85.39,
4/21/20 19:00,296,8,1420,20,669.52,89.21,1.39
4/21/20 19:00,298,7,1110,150,482.24,76.82,11.9
4/21/20 19:00,299,15,2410.69,289.31,1065.49,79.21,10.72
4/21/20 19:00,310,16.25,10840.01,859.99,5396.26,99.13,7.35
4/21/20 19:00,340,7,4475.96,564.04,2130.96,90.87,11.19
4/21/20 19:00,358,1,268.18,31.82,175.22,188.49,10.61
4/21/20 19:00,364,11,3638.65,211.35,2153.65,145.03,5.49
4/21/20 19:00,365,11,3072.17,227.83,1686.17,121.66,6.9
4/21/20 19:00,377,17,2886.85,173.15,1292.08,81.02,5.66
4/21/20 19:00,380,6,1706.31,93.69,806.31,89.59,5.21
4/21/20 19:00,381,1,268.18,31.82,165.18,160.37,10.61
4/21/20 19:00,385,1,399.72,100.28,115.72,40.75,20.06
4/21/20 19:00,398,1,555,65,212,61.81,10.48
4/21/20 19:00,457,1,350,,171,95.53,
4/21/20 19:00,466,1,330,,170,106.25,
4/21/20 19:00,479,1,300,,150.14,100.19,
4/21/20 19:00,481,5,1325,175,563.9,74.09,11.67
4/21/20 19:00,482,3,821.99,228.01,361.79,78.62,21.72
4/21/20 19:00,483,2,1330,70,593.68,80.63,5
4/21/20 19:00,490,3.75,2780.88,69.12,1559.58,127.7,2.43
4/21/20 19:00,519,12,2245.25,154.75,2245.25,,6.45
4/21/20 19:00,520,14,3399.79,100.21,1789.79,111.17,2.86
4/21/20 19:00,560,3.25,1200,100,590.24,96.8,7.69
4/21/20 19:00,564,6.25,2870.45,129.55,1469.2,104.85,4.32
4/21/20 19:00,566,14,2948,132,1370.34,86.86,4.29
4/21/20 19:00,578,1.75,1470.78,69.22,779.53,112.77,4.49
4/21/20 19:00,591,9,1385,15,912.5,193.12,1.07
4/21/20 19:00,603,1,240,,19,8.6,
4/21/20 19:00,615,2,814.74,45.26,340.74,71.89,5.26
4/21/20 19:00,634,0.75,646.76,73.24,240.26,59.1,10.17
4/21/20 19:00,637,22.75,13048.98,601.02,6906.48,112.44,4.4
4/21/20 19:00,643,1,270,,123,83.67,
4/21/20 19:00,645,5,1215,85,515,73.57,6.54
4/21/20 19:00,649,1,270,30,110,68.75,10
4/21/20 19:00,651,11.25,8983.53,916.47,4821.03,115.82,9.26
4/21/20 19:00,653,3,990,,546,122.97,
4/21/20 19:00,674,2,350,350,-10,-2.78,50
4/21/20 19:00,677,8,5485.07,274.93,2965.07,117.66,4.77
4/21/20 19:00,681,1,420,50,168,66.67,10.64
4/21/20 19:00,696,3.25,1661.07,28.93,946.07,132.32,1.71
4/21/20 19:00,783,1,224.58,25.42,99.58,79.66,10.17
4/21/20 19:00,812,1,255,15,120,88.89,5.56
4/21/20 19:00,816,3,979.66,70.34,478.66,95.54,6.7
4/21/20 19:00,843,1,195,25,70,56,11.36
4/21/20 19:00,899,6,2065,35,2065,,1.67
4/21/20 19:00,965,3,711.73,38.27,366.73,106.3,5.1
4/21/20 19:00,969,4.25,3450.84,459.16,1570.33,83.51,11.74
4/21/20 19:00,985,4,335.08,224.92,-184.92,-35.56,40.16
4/21/20 19:00,1030,25,4877.04,122.96,2427.04,99.06,2.46
4/21/20 19:00,1057,4,1254,66,630,100.96,5
4/21/20 19:00,1059,1,384,96,106.8,38.53,20
4/21/20 19:00,1136,2,500,,225,81.82,
4/21/20 19:00,1146,2.5,1294.86,105.14,744.86,135.43,7.51
4/21/20 19:00,1199,3.75,2602.68,97.32,1496.43,135.27,3.6
4/21/20 19:00,1203,3.125,1405.4,219.6,756.53,116.59,13.51
4/21/20 19:00,1205,0.25,110,30,66.14,150.8,21.43
4/21/20 19:00,1213,1,800,,485,153.97,
4/21/20 19:00,1217,5,821.66,78.34,417.51,103.31,8.7
4/21/20 19:00,1238,17,3594.59,655.41,1809.59,101.38,15.42
4/21/20 19:00,1252,1,336,84,111,49.33,20
4/21/20 19:00,1256,2.5,1632.11,167.89,757.11,86.53,9.33
4/21/20 19:00,1283,3,500,40,230.96,85.85,7.41
4/21/20 19:00,1345,2,559.66,140.34,279.66,99.88,20.05
4/21/20 19:00,1474,1.25,959.55,40.45,399.14,71.22,4.05
4/21/20 19:00,1495,3,752,88,332,79.05,10.48
4/21/20 19:00,1501,1,630,70,315,100,10
4/21/20 19:00,1515,10.5,5676.36,203.64,3681.36,184.53,3.46
4/21/20 19:00,1520,1,520,130,163,45.66,20
4/21/20 19:00,1566,1,450,,204,82.93,
4/21/20 19:00,1582,1,898.92,301.08,114.62,14.61,25.09
4/21/20 19:00,1588,2,427.11,112.89,122.11,40.04,20.91
4/21/20 19:00,1590,8,2524.05,295.95,956.05,60.97,10.49
4/21/20 19:00,1594,20.5,11389.13,910.87,5854.13,105.77,7.41
4/21/20 19:00,1596,3,850,140,313,58.29,14.14
4/21/20 19:00,1658,1,250,,96,62.34,
4/21/20 19:00,1672,1,550,,273.5,98.92,
4/21/20 19:00,1693,2,400,60,170,73.91,13.04
4/21/20 19:00,1698,1,130,,15,13.04,
4/21/20 19:00,1790,1,535,135,188.5,54.4,20.15
4/21/20 19:00,1809,2,510,90,214,72.3,15
4/21/20 19:00,1821,1,175.19,44.81,25.19,16.79,20.37
4/21/20 19:00,1823,18,2932.42,307.58,1243.84,73.66,9.49
4/21/20 19:00,1830,1,334.51,85.49,91.51,37.66,20.35
4/21/20 19:00,1849,1,387,43,151,63.98,10
4/21/20 19:00,1853,1,450,,173,62.45,
4/21/20 19:00,1867,1,250,,82.8,49.52,
4/21/20 19:00,1902,1,300,,145,93.55,
4/21/20 19:00,1906,1,247.7,62.3,89.7,56.77,20.1
4/21/20 19:00,1908,1,10,1140,-653.03,-98.49,99.13
4/21/20 19:00,1916,1,405,45,145.95,56.34,10
4/21/20 19:00,1921,2,684,76,312.02,83.88,10
4/21/20 19:00,1948,0.5,240,,133.21,124.74,
4/21/20 19:00,1951,4,1315.97,444.03,327.97,33.2,25.23
4/21/20 19:00,1971,1,360,40,150,71.43,10
4/21/20 19:00,1972,5,4299.84,500.16,1534.84,55.51,10.42
4/21/20 19:00,1974,1,225,155,34,17.8,40.79
4/21/20 19:00,1976,5,3556.18,443.82,1998.68,128.33,11.1
4/21/20 19:00,1979,1,269.48,30.52,154.6,134.58,10.17
4/21/20 19:00,2001,1,270,30,130,92.86,10
4/21/20 19:00,2002,2,530,30,290,120.83,5.36
4/21/20 19:00,2003,1,237.5,42.5,107.5,82.69,15.18
4/21/20 19:00,2006,3,658.92,331.08,178.92,37.28,33.44
4/21/20 19:00,2007,3.75,1767.5,332.5,792.5,81.28,15.83
4/21/20 19:00,2008,1,216,54,86,66.15,20
4/21/20 19:00,2015,2,630,70,290,85.29,10
4/21/20 19:00,2018,0.25,280,,124.5,80.06,
4/21/20 19:00,2022,2,629.66,70.34,273.66,76.87,10.05
4/21/20 19:00,2026,4.75,4113.57,446.43,1719.57,71.83,9.79
4/21/20 19:00,2027,4.75,5280,420,2230.5,73.14,7.37
4/21/20 19:00,2031,0.25,175,45,76.25,77.22,20.45
4/21/20 19:00,2033,0.75,595,125,210.25,54.65,17.36
4/21/20 19:00,2036,3,873.76,176.24,369.76,73.37,16.78
4/21/20 19:00,2043,1,359.75,90.25,135.75,60.6,20.06
4/21/20 19:00,2046,1,555,65,211,61.34,10.48
4/21/20 19:00,2051,1,439.46,110.54,145.46,49.48,20.1
4/21/20 19:00,2060,1,431.7,108.3,134.7,45.35,20.06
4/21/20 19:00,2061,1,530,60,204,62.58,10.17
4/21/20 19:00,2078,1,1758.77,441.23,547.77,45.23,20.06
4/21/20 19:00,2080,1,415.71,104.29,136.71,49,20.06
4/21/20 19:00,2086,2,480,120,170,54.84,20
4/21/20 19:00,2089,5.25,3371.31,408.69,1481.31,78.38,10.81
4/21/20 19:00,2091,2.25,990,,585,144.44,
4/21/20 19:00,2094,1,270,30,128.9,91.35,10
4/21/20 19:00,2096,4,1941.18,298.82,881.18,83.13,13.34
4/21/20 19:00,2097,21,5270.66,989.34,2260.52,75.1,15.8
4/21/20 19:00,2098,26.5,13108.66,1731.34,6665.71,103.46,11.67
4/21/20 19:00,2099,1,350,,165,89.19,
4/21/20 19:00,2100,1,250,30,110,78.57,10.71
4/21/20 19:00,2101,1,295,35,125,73.53,10.61
4/21/20 19:00,2102,5.5,3013.5,286.5,1363.5,82.64,8.68
4/21/20 19:00,2104,2,379.63,20.37,379.63,,5.09
4/21/20 19:00,2108,3,750,90,345,85.19,10.71
4/21/20 19:00,2109,4,945,175,405,75,15.63
4/21/20 19:00,2110,4,1002.07,117.93,442.07,78.94,10.53
4/21/20 19:00,2111,2,540,60,240,80,10
4/21/20 19:00,2112,8,2165.81,394.19,885.81,69.2,15.4
4/21/20 19:00,2115,1,350,,159,83.25,
4/21/20 19:00,2117,9,1638,342,623.79,61.51,17.27
4/21/20 19:00,2118,0.5,280,,180,180,
4/21/20 19:00,2120,1,501.86,58.14,301.86,150.93,10.38
4/21/20 19:00,2133,1,5,765,-413.74,-98.81,99.35
4/22/20 16:00,126,1,350,,171,95.53,
4/22/20 16:00,128,1,350,,171,95.53,
4/22/20 16:00,129,1,350,,171,95.53,
4/22/20 16:00,173,1,550,,257,87.71,
4/22/20 16:00,219,1,650,,303.5,87.59,
4/22/20 16:00,222,2,1040,260,329,46.27,20
4/22/20 16:00,236,12,3673.54,526.46,1445.14,64.85,12.53
4/22/20 16:00,245,1,540,60,168,45.16,10
4/22/20 16:00,248,2,1710,190,557,48.31,10
4/22/20 16:00,270,3,916.36,343.64,223.36,32.23,27.27
4/22/20 16:00,276,1,350,,180,105.88,
4/22/20 16:00,295,2,1100,,484,78.57,
4/22/20 16:00,296,1,160,20,66.19,70.56,11.11
4/22/20 16:00,298,9,1432.58,187.42,625.46,77.49,11.57
4/22/20 16:00,299,1,161.29,18.71,71.61,79.85,10.39
4/22/20 16:00,310,15.25,10703.05,276.95,5594.3,109.5,2.52
4/22/20 16:00,340,3,1931.82,228.18,926.82,92.22,10.56
4/22/20 16:00,365,3,900,,522,138.1,
4/22/20 16:00,377,5,880,20,410.95,87.61,2.22
4/22/20 16:00,380,2,539.32,60.68,239.32,79.77,10.11
4/22/20 16:00,476,1,268.6,31.4,110.48,69.87,10.47
4/22/20 16:00,481,1,210,90,57.78,37.96,30
4/22/20 16:00,490,3,2260.72,19.28,1283.68,131.38,0.85
4/22/20 16:00,519,4,779.17,20.83,779.17,,2.6
4/22/20 16:00,560,3.25,1260,40,650.23,106.64,3.08
4/22/20 16:00,564,3.75,1787.37,12.63,946.62,112.59,0.7
4/22/20 16:00,566,5,1027.13,72.87,463.68,82.29,6.62
4/22/20 16:00,578,4,3385,135,1805,114.24,3.84
4/22/20 16:00,591,3,450,,292.5,185.71,
4/22/20 16:00,634,3.25,2945.65,174.35,1184.15,67.22,5.59
4/22/20 16:00,637,17,10153.18,46.82,5563.18,121.2,0.46
4/22/20 16:00,643,2,485,55,191,64.97,10.19
4/22/20 16:00,651,2.75,2238.41,181.59,1220.91,119.99,7.5
4/22/20 16:00,653,1,330,,182,122.97,
4/22/20 16:00,674,6,1820,280,740,68.52,13.33
4/22/20 16:00,677,7.25,4951.88,268.12,2668.13,116.83,5.14
4/22/20 16:00,681,2,745,195,241,47.82,20.74
4/22/20 16:00,696,4.25,2026.42,183.58,1091.42,116.73,8.31
4/22/20 16:00,899,3,1013.64,36.36,1013.64,,3.46
4/22/20 16:00,965,1,250,,135,117.39,
4/22/20 16:00,969,1.25,1001.44,148.56,448.34,81.06,12.92
4/22/20 16:00,1030,6,1118.12,81.88,530.12,90.16,6.82
4/22/20 16:00,1199,1,720,,425,144.07,
4/22/20 16:00,1213,1.5,1180,20,707.5,149.74,1.67
4/22/20 16:00,1215,1,560,140,186.5,49.93,20
4/22/20 16:00,1238,2,474,26,264,125.71,5.2
4/22/20 16:00,1256,2.25,1464.49,155.51,676.99,85.97,9.6
4/22/20 16:00,1433,1,268.42,31.58,111.75,71.33,10.53
4/22/20 16:00,1474,0.5,380,20,155.84,69.52,5
4/22/20 16:00,1515,3,1532.96,147.04,962.96,168.94,8.75
4/22/20 16:00,1594,4.5,2700,,1485,122.22,
4/22/20 16:00,1611,1,317.65,82.35,99.65,45.71,20.59
4/22/20 16:00,1777,0.5,378.95,21.05,176.73,87.39,5.26
4/22/20 16:00,1778,1,226.47,123.53,49.47,27.95,35.29
4/22/20 16:00,1787,1,213.53,116.47,59.53,38.66,35.29
4/22/20 16:00,1790,1,536,134,189.5,54.69,20
4/22/20 16:00,1821,1,280,,130,86.67,
4/22/20 16:00,1823,2,320,40,132.38,70.56,11.11
4/22/20 16:00,1850,1,335.69,84.31,107.69,47.23,20.07
4/22/20 16:00,1976,2.25,1658.95,141.05,958.08,136.7,7.84
4/22/20 16:00,2003,1,220,60,90,69.23,21.43
4/22/20 16:00,2007,0.75,360,60,165,84.62,14.29
4/22/20 16:00,2022,2,559.21,140.79,203.21,57.08,20.11
4/22/20 16:00,2026,0.5,455,25,203,80.56,5.21
4/22/20 16:00,2027,1,1170,30,528,82.24,2.5
4/22/20 16:00,2029,2,1945.67,134.33,857.67,78.83,6.46
4/22/20 16:00,2051,2,989.58,110.42,401.58,68.3,10.04
4/22/20 16:00,2062,1,440,,197,81.07,
